batch_id,model_key,condition_id,state_variant,prompt_template,rule_location,rule_wording_variant,parameter_order_id,parameter_name_variant,parameter_description_variant,tool_name_variant,context_id,baseline_c,word,records,errors,abstentions,tool_call_rate,c_present_rate,threshold_valid_rate,equality_valid_rate,schema_valid_all_rate,strict_only_c_rate,median_c_output,mean_c_output,median_delta_c,mean_sibling_change_l1
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.0,,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.01,0.01,0.01,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.0,drastically,1,0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.6435
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.0,moderately,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.05,0.05,0.05,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.0,slightly,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.01,0.01,0.01,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.01,,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.02,0.02,0.01,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.01,drastically,1,0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.99,0.6435
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.01,moderately,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.02,0.02,0.01,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.01,slightly,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.02,0.02,0.01,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.03,,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.04,0.04,0.01,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.03,drastically,1,0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.97,0.6435
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.03,moderately,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.04,0.04,0.01,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.03,slightly,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.04,0.04,0.01,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.05,,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.1,0.1,0.05,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.05,drastically,1,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.9,0.9,0.85,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.05,moderately,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.08,0.08,0.03,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.05,slightly,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.06,0.06,0.01,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.08,,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.1,0.1,0.02,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.08,drastically,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.099,0.099,0.019,0.6435
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.08,moderately,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.1,0.1,0.02,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.08,slightly,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.09,0.09,0.01,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.1,,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.2,0.2,0.1,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.1,drastically,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.099,0.099,-0.001,0.6435
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.1,moderately,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.12,0.12,0.02,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.1,slightly,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.11,0.11,0.01,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.13,,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.2,0.2,0.07,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.13,drastically,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.099,0.099,-0.031,0.6435
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.13,moderately,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.16,0.16,0.03,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.13,slightly,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.14,0.14,0.01,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.15,,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.2,0.2,0.05,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.15,drastically,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.099,0.099,-0.051,0.6435
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.15,moderately,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.2,0.2,0.05,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.15,slightly,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.16,0.16,0.01,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.18,,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.2,0.2,0.02,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.18,drastically,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.099,0.099,-0.081,0.6435
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.18,moderately,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.2,0.2,0.02,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.18,slightly,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.19,0.19,0.01,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.2,,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.3,0.3,0.1,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.2,drastically,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.099,0.099,-0.101,0.6435
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.2,moderately,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.3,0.3,0.1,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.2,slightly,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.21,0.21,0.01,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.21,,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.3,0.3,0.09,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.21,drastically,1,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.999,0.999,0.789,0.6435
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.21,moderately,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.3,0.3,0.09,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.21,slightly,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.22,0.22,0.01,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.22,,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.3,0.3,0.08,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.22,drastically,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.099,0.099,-0.121,0.6435
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.22,moderately,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.3,0.3,0.08,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.22,slightly,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.23,0.23,0.01,0.0
experiment_l_full_baseline_grid_v1,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,ab_50_15,0.25,,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.3,0.3,0.05,0.0
