batch_id,model_key,condition_id,state_variant,prompt_template,rule_location,rule_wording_variant,parameter_order_id,parameter_name_variant,parameter_description_variant,tool_name_variant,context_id,baseline_c,word,records,errors,abstentions,tool_call_rate,c_present_rate,threshold_valid_rate,equality_valid_rate,schema_valid_all_rate,strict_only_c_rate,median_c_output,mean_c_output,median_delta_c,mean_sibling_change_l1
clean_core_threshold_boundary_v2,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,clean_ab_22_17_floor_61,0.51,,100,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.6,0.6,0.09,0.0
clean_core_threshold_boundary_v2,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,clean_ab_22_17_floor_61,0.51,moderately,100,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.6,0.6,0.09,0.0
clean_core_threshold_boundary_v2,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,clean_ab_22_17_floor_61,0.51,slightly,100,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.52,0.52,0.01,0.0
clean_core_threshold_boundary_v2,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,clean_ab_22_17_floor_61,0.6,,100,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.7,0.7,0.1,0.0
clean_core_threshold_boundary_v2,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,clean_ab_22_17_floor_61,0.6,moderately,100,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.7,0.7,0.1,0.0
clean_core_threshold_boundary_v2,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,clean_ab_22_17_floor_61,0.6,slightly,100,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.61,0.61,0.01,0.0
clean_core_threshold_boundary_v2,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,clean_ab_22_17_floor_61,0.61,,100,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.7,0.7,0.09,0.0
clean_core_threshold_boundary_v2,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,clean_ab_22_17_floor_61,0.61,moderately,100,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.7,0.7,0.09,0.0
clean_core_threshold_boundary_v2,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,clean_ab_22_17_floor_61,0.61,slightly,100,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.62,0.62,0.01,0.0
clean_core_threshold_boundary_v2,gemma4-12b,no_rule,prompt_state_required,with_baseline_only_change_c,tool_description,default,abc,canonical_abc,none,neutral,clean_ab_22_17_floor_61,0.62,,100,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.7,0.7,0.08,0.0
